0,16777215,ZZ
1,255,AU
65537,255,AU
65793,255,AU
130049,255,AU
327425,65535,MY
2561,255,AU
62721,65535,KR
1,262143,CN
1,262143,KR
65537,65535,JP
1,131071,IN
1,524287,CN
65537,65535,JP
1,131071,TW
1,65535,HK
65537,131071,IN
1,262143,AU
1,65535,AU
1,65535,CN
1,131071,TH
1,131071,CN
1,65535,CN
1,65535,CN
1,262143,VN
1,524287,CN
1,131071,HK
1,131071,JP
1,262143,CN
1,524287,JP
1,524287,CN
1,262143,CN
1,131071,CN
1,131071,CN
1,1048575,KR
1,262143,JP
1,262143,CN
1,524287,AU
1,2097151,AU
1,1048575,TW
1,131071,KR
1,65535,AU
1,32767,AU
32769,262143,CN
1,131071,CN
1,65535,IN
65537,262143,CN
1,524287,CN
1,1023,AU
64513,65535,KR
1,131071,CN
1,262143,CN
1,1048575,KR
1,2097151,KR
1,1048575,FR
1,524287,EU
1,524287,GB
1,1048575,IT
1,262143,AE
1,262143,IL
65537,65535,UA
1,131071,UA
1,262143,RU
1,524287,SE
1,524287,KZ
1,262143,PT
1,262143,GR
1,262143,SA
1,262143,RU
1,524287,GB
1,524287,DK
1,524287,IT
1,524287,GB
1,262143,DK
1,262143,KZ
1,524287,ES
1,262143,IR
1,262143,NO
1,262143,ES
1,262143,IT
1,1048575,DE
1,1048575,IR
1,524287,IT
1,524287,DE
1,524287,DE
1,524287,GB
1,1048575,IT
1,524287,DE
1,524287,SE
1,16777215,US
1,16777215,US
1,4194303,EU
12582913,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,ZZ
1,16777215,US
1,16777215,US
1,16777215,US
2049,1023,JP
1025,4095,VN
1,8191,KR
1,16383,KR
1,32767,HK
1025,1023,JP
1,2047,JP
1,1023,AU
1,1023,HK
1,2047,JP
1,8191,NZ
1,8191,NZ
1,8191,IN
1,32767,MY
1,65535,AU
1,65535,JP
1,262143,KR
1,524287,JP
1,1048575,CN
1,2097151,KR
1,2097151,KR
1,262143,IN
1,65535,SG
1,65535,JP
1,32767,IN
1025,1023,JP
1,2047,AU
1,2047,MY
1,1023,ID
1,1023,CN
1,4095,IN
1,4095,IN
1,8191,JP
1,4095,IN
1,4095,HK
1,65535,CN
1,524287,CN
1,1048575,CN
1,1023,JP
1,1023,NZ
1,1023,TH
1,1023,NP
1,4095,JP
1,8191,AU
1,16383,JP
1,32767,KR
1,65535,KR
1,131071,CN
1,131071,JP
1,131071,CN
1,65535,HK
1,32767,AU
1,16383,AU
1,8191,AU
1,8191,JP
1,65535,KR
1,65535,IN
1,262143,IN
1,1048575,CN
1,2097151,VN
1,8191,PH
1,4095,JP
1,2047,JP
1,1023,JP
1,1023,CN
1,2047,MY
1,1023,PG
1025,4095,KR
1,8191,JP
1,8191,PK
1,8191,AU
1,16383,MY
1,65535,JP
1,131071,IN
1,131071,CN
1,131071,HK
1,262143,AU
1,131071,CN
1,65535,KR
1,65535,TH
1,1048575,CN
1,2097151,VN
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,16777215,US
1,1048575,US
15728641,1048575,US
1,524287,US
1,393215,US
1,24575,US
1,8191,US
1,24575,US
